id,분야,조항,쪽,질문,본문
q61,민간사업자,§35,82,정보주체가 자기 정보에 대한 열람 요청을 하면 반드시 열람해줘야 하나요?,"#### 정보주체가 자기 정보에 대한 열람 요청을 하면 반드시 열람해줘야 하나요? 

아니요, 개인정보처리자는 다른 사람의 이익을 부당하게 침해할 우려가 있는 경우 등 보호법 제35조 제4항 각 호의 어느 하나에 해당하는 경우에는 열람을 제한하거나 거절 할 수 있습니다. 

- 정보주체는 개인정보처리자가 처리하는 자신의 개인정보에 대한 열람을 해당 개인정보 처리자에게 요구할 수 있고, 열람을 요구받은 개인정보처리자는 10일 내에 정보주체가 해당 개인정보를 열람할 수 있도록 하여야 합니다(보호법 제35조 제1항, 제3항, 보호법 시행령 제41조 제4항). 

- 다만, ‘법률에 따라 열람이 금지되거나 제한되는 경우, 다른 사람의 생명·신체를 해할 우려가 있거나 다른 사람의 재산과 그 밖의 이익을 부당하게 침해할 우려가 있는 경우’ 등 보호법 제35조 제4항 각 호의 어느 하나에 해당하는 경우에는 열람을 제한하거나 거절할 수 있습니다. 

- 개인정보처리자는 열람 요구 사항 중 일부가 열람 제한·거절 사유에 해당하는 때에는 그 일부에 대하여 열람을 제한할 수 있고, 열람이 제한되는 사항을 제외한 부분은 열람할 수 있도록 하여야 합니다. 

- 아울러, 개인정보처리자는 정보주체의 열람을 연기하거나 거절하려는 경우, 열람 요구를 받은 날부터 10일 이내에 연기 또는 거절의 사유 및 이의제기 방법을 열람 연기·거절 통지서로 해당 정보주체에게 알려야 합니다(보호법 시행령 제41조 제5항, 「개인정보 처리 방법에 관한 고시」 제3조 제4항, 별지 제9호 서식)."
q62,민간사업자,§17,83,정보주체의 동의가 없다면 이미 수집한 개인정보를 제3자에게 제공할 수 없나요?,"#### 정보주체의 동의가 없다면 이미 수집한 개인정보를 제3자에게 제공할 수 없나요? 

개인정보처리자는 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체에게 불이익이 발생하는지 여부, 암호화 등 안전성 확보에 필요한 조치를 하였는지 여부 등을 고려하여 정보주체의 동의 없이 개인정보를 제공할 수 있습니다. 

- 개인정보처리자는 원칙적으로 당초 수집한 목적 범위를 초과하여 개인정보를 제공 하여서는 아니 되나(보호법 제18조 제1항), 보호법 제18조 제1항에도 불구하고 보호법 제18조 제2항 각 호의 어느 하나에 해당하는 경우 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고는 개인정보를 목적 외의 용도로 제3자 에게 제공할 수 있습니다(보호법 제18조 제2항). 

- 보호법 제17조 제4항에 따르면, 개인정보처리자는 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체에게 불이익이 발생하는지 여부, 암호화 등 안전성 확보에 필요한 조치를 하였는지 여부 등을 고려하여 정보주체의 동의 없이 개인정보를 제공 할 수 있습니다. 

- 개인정보처리자가 위 조항에 따라 정보주체의 동의 없이 개인정보를 제공하려는 경우 에는<sup>①</sup> 당초 수집 목적과 관련성이 있는지 여부,<sup>②</sup> 개인정보를 수집한 정황 또는 처리 관행에 비추어 볼 때 개인정보의 추가적인 제공에 대한 예측 가능성이 있는지 여부, ③정보주체의 이익을 부당하게 침해하는지 여부, ④가명처리 또는 암호화 등 안전성 확보에 필요한 조치를 하였는지 여부를 고려하여 추가적인 제공을 할지 여부를 결정 해야 합니다(보호법 시행령 제14조의2 제1항). 

- 추가적인 제공이 지속적으로 발생하는 경우에는 위의 고려사항에 대한 판단 기준을 개인정보 처리방침에 공개하고, 해당 기준에 따라 추가적인 제공을 하고 있는지 여부를 개인정보 보호책임자가 점검해야 합니다(보호법 시행령 제14조의2 제2항)."
q63,민간사업자,§16,84,"제품 구매를 위한 문의 과정에서 판매자가 이름, 연락처 등의 개인정보를 요구하는데 과도한 개인정보 수집 아닌가요?","#### 제품 구매를 위한 문의 과정에서 판매자가 이름, 연락처 등의 개인정보를 요구하는데 과도한 개인정보 수집 아닌가요? 

개인정보처리자는 목적 달성에 필요한 최소한의 개인정보를 수집할 수 있습니다. 단, 수집 하는 개인정보가 필요 최소한의 개인정보인지에 대해서는 개인정보처리자에게 그 입증 책임이 있습니다. 

- 개인정보처리자는 정보주체와 체결한 계약을 이행하거나 계약을 체결하는 과정에서 정보주체의 요청에 따른 조치를 이행하기 위하여 필요한 경우 등 보호법 제15조 제1항 각 호의 어느 하나에 해당하는 경우 개인정보를 수집할 수 있으며 그 수집 목적의 범위에서 이용할 수 있습니다. 이 경우 개인정보처리자는 그 목적에 필요한 최소한의 개인정보를 수집하여야 합니다(보호법 제16조 제1항). 

- 따라서, 판매자가 이름, 연락처 등의 개인정보가 제품 상담에 필요한 최소한의 개인 정보라고 판단한 경우라면 해당 개인정보를 수집할 수 있습니다. 다만, 필요 최소한의 개인정보 수집인지에 대해서는 개인정보처리자가 그 입증책임을 부담하므로(보호법 제16조 제1항), 수집하는 이름, 연락처 등의 개인정보가 제품 상담에 필요한 최소한의 개인정보인지에 대해서는 해당 판매자가 입증해야 합니다. 

- 개인정보처리자는 정보주체가 필요 최소한의 정보 외의 개인정보 수집에 동의하지 아니한다는 이유로 정보주체에게 재화 또는 서비스의 제공을 거부하여서는 아니 되므로 (보호법 제16조 제3항), 

- 만약 판매자가 요구하는 이름, 연락처 등의 개인정보가 제품 상담을 위해 필요한 최소한의 개인정보임을 입증할 수 없다면, 판매자는 구매자가 해당 개인정보의 수집에 동의하지 않는다는 이유로 제품 상담 서비스의 제공을 거부할 수는 없습니다."
q64,민간사업자,§21,85,회원 탈퇴 시 다른 개인정보는 모두 파기하되 회원번호만 남겨둘 수 있을까요?,"#### 회원 탈퇴 시 다른 개인정보는 모두 파기하되 회원번호만 남겨둘 수 있을까요? 

남아있는 회원번호만으로 탈퇴한 회원을 알아볼 수 없거나 다른 정보와 쉽게 결합 하여도 탈퇴한 회원을 알아볼 수 없다면 파기하지 않을 수 있습니다. 

- ‘개인정보’란 살아 있는 개인에 관한 정보로서 성명, 주민등록번호 및 영상 등을 통하여 개인을 알아볼 수 있는 정보, 해당 정보만으로는 특정 개인을 알아볼 수 없더라도 다른 정보와 쉽게 결합하여 알아볼 수 있는 정보 등을 말하므로(보호법 제2조 제1호), 

- 회원 관련 정보가 모두 파기되고 남아있는 회원번호만으로는 더 이상 누구의 정보 인지 알아볼 수 없거나, 다른 정보와 쉽게 결합하여도 누구의 정보인지 알아볼 수 없는 경우 등에는 보호법상 개인정보라고 볼 수 없으므로 파기하지 않을 수 있습니다."
q65,민간사업자,§37,86,퇴직한 직장에서 아직도 단체 문자 메시지가 휴대폰으로 전송되고 있는데 오지 못하게 할 수 있나요?,"퇴직한 직장에서 아직도 단체 문자 메시지가 휴대폰으로 전송되고 있는데 오지 못하게 할 수 있나요? 

###### 네, 개인정보 처리정지를 요구하여 단체 문자 메시지를 전송하지 않도록 할 수 있습니다. 

- 정보주체는 개인정보처리자가 마련한 방법과 절차에 따라 자신의 개인정보 처리의 정지를 요구할 수 있습니다(보호법 제37조 제1항). 

- 이 경우 개인정보처리자는 지체 없이 정보주체의 요구에 따라 개인정보 처리의 전부를 정지하거나 일부를 정지하여야 하고, 처리가 정지된 개인정보에 대하여는 지체 없이 파기 등 필요한 조치를 하여야 합니다(보호법 제37조 제2항 본문, 제5항). 

- 다만, 개인정보처리자는 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우 등 보호법 제37조 제2항 각 호의 어느 하나에 해당하는 경우 에는 정보주체의 처리정지 요구를 거절할 수 있습니다(보호법 제37조 제2항 단서). 

- 아울러, 개인정보처리자는 개인정보 처리정지 요구를 받은 날부터 10일 이내에 해당 개인정보의 처리정지 조치를 한 경우에는 그 조치를 한 사실을, 처리정지 요구에 따르지 않은 경우에는 그 사실 및 이유와 이의제기 방법을 개인정보 처리정지 요구에 대한 결과 통지 양식으로 정보주체에게 통지하여야 합니다(보호법 시행령 제44조 제2항, 「개인정보 처리 방법에 관한 고시」 제3조 제5항, 별지 제10호 서식)."
q66,민간사업자,§15,87,공인중개사가 부동산거래 중개를 의뢰하는 고객과 부동산거래 중개 계약을 체결하면서 부동산 권리관계 등을 미리 조사·확인하기 위해 해당 고객의 개인정보를 수집할 수 있나요?,"공인중개사가 부동산거래 중개를 의뢰하는 고객과 부동산거래 중개 계약을 체결하면서 부동산 권리관계 등을 미리 조사·확인하기 위해 해당 고객의 개인정보를 수집할 수 있나요? 

공인중개사가 부동산거래 중개 계약 체결 과정에서 고객 요청에 따른 조치를 이행 하기 위하여 필요한 경우에는 별도의 동의 없이 개인정보를 수집하여 이용할 수 있습니다. 

- 개인정보처리자는 “정보주체와 체결한 계약을 이행”하거나 “계약을 체결하는 과정에서 정보주체의 요청에 따른 조치를 이행하기 위하여” 개인정보의 처리가 수반되는 경우 에는 필요한 범위 안에서 개인정보를 수집할 수 있으며, 그 수집 목적의 범위에서 이용 할 수 있습니다(보호법 제15조 제1항 제4호). 

- 계약 체결을 위한 준비단계에서 정보주체의 요청에 따라 계약과 관련된 사실관계의 확인 등의 조치가 필요한 경우에는 개인정보를 수집하여 이용할 수 있습니다. 

- “정보주체의 요청”은 정보주체가 서비스 이용 계약의 체결 과정에서 해당 서비스를 제공하는 개인정보처리자에게 계약 체결과 관련한 사항에 대해 요청하는 것을 의미 하고 반드시 별도의 개인정보 수집·이용에 대한 구체적인 요청행위가 있어야 하는 것은 아닙니다. 

- 공인중개사가 부동산거래 중개를 의뢰하는 고객과 부동산거래 중개 계약을 체결하면서 부동산 권리관계 등을 미리 조사·확인하는 것은 계약을 체결하는 과정에서 고객의 요청에 따른 조치를 이행하기 위하여 필요한 경우로 볼 수 있으므로 별도의 동의 없이 해당 정보주체의 개인정보를 수집하여 이용할 수 있습니다. 

- ※ 이 경우에도 계약이 체결되지 않은 경우에는 수집한 개인정보를 즉시 파기해야 합니다. 다만, 계약이 체결되지 않은 경우에도 일정 기간 보유한다는 사실에 대한 동의를 받거나(제1호), 개인정보처리자의 정당한 이익을 위하여 필요한 경우(제6호)에는 합리적인 기간 내에서 보유한 후 파기할 수 있습니다."
q67,민간사업자,§16,88,경품 행사에 당첨된 고객에게 당첨 사실을 안내하기 위하여 개인정보를 어느 범위까지 요구할 수 있나요?,"경품 행사에 당첨된 고객에게 당첨 사실을 안내하기 위하여 개인 정보를 어느 범위까지 요구할 수 있나요? 

개인정보처리자는 당첨 고객의 개인정보를 수집하는 경우 그 목적에 필요한 최소한의 개인정보를 수집하여야 합니다. 

- 개인정보처리자가 법 제15조 제1항 각 호의 목적을 위해서 정보주체의 개인정보를 수집 할 때에는 그 목적에 필요한 범위 내에서 최소한의 개인정보만을 수집하여야 합니다. 이 경우 최소한의 개인정보 수집이라는 입증책임은 개인정보처리자가 부담합니다(보호법 제16조 제1항). 

- 필요 최소한의 개인정보 범위를 판단함에 있어서는 기본적으로 개인정보처리자가 제공하려는 서비스의 특성, 목적, 시장 환경 및 거래 환경, 기술 발전 상황 등을 고려 하여 해당 개인정보 처리가 합리적인 범위 내에 있는지 여부가 고려됩니다. 

- 따라서, 경품 행사에 당첨된 고객에게 당첨 사실을 알리는 데 필요한 개인정보 외에 동거 여부 등 사생활의 비밀에 관한 정보, 주민등록번호 등 고유식별정보를 요구하는 것은 필요 최소한의 범위를 벗어난 것으로 볼 수 있습니다."
q68,민간사업자,§17,89,그룹 내 다른 계열사에 회원정보 DB를 제공·공유하기 위해서는 회원들의 별도 동의를 받아야 하나요?,"### 그룹 내 다른 계열사에 회원정보 DB를 제공·공유하기 위해서는 회원들의 별도 동의를 받아야 하나요? 

･ 그룹 내 다른 계열사에 개인정보를 제공 공유하기 위해서는 다른 적법처리근거가 없는 한 제3자 제공에 따른 사항을 알리고 정보주체의 동의를 얻어야 합니다. 

- 제3자는 고객으로부터 개인정보를 수집한 해당 사업자를 제외한 모든 법인, 단체 등을 의미하므로, 호텔·여행사·쇼핑몰 등이 같은 그룹에 속해 있다 하더라도 별도의 법인에 해당한다면 제3자에 해당합니다. 

- ･ 

- ○ 따라서 그룹 내 다른 계열사에 개인정보를 제공 공유하기 위해서는 별도의 다른 적법 처리근거가 없는 한 제3자 제공에 따른 사항을 알리고 정보주체의 동의를 얻어야 합니다."
q69,민간사업자,"§15, §17",90,사업자와 고객을 연결해 주는 중개서비스 사업자는 사업자에게 고객(정보 주체)의 개인정보를 제공할 수 있나요?,"### 사업자와 고객을 연결해 주는 중개서비스 사업자는 사업자에게 고객 (정보주체)의 개인정보를 제공할 수 있나요? 

해당 고객의 개인정보를 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체 에게 불이익이 발생하는지 여부 등을 고려하여 제공할 수 있습니다. 

- 개인정보처리자는 당초 수집 목적과 합리적으로 관련된 범위에서 정보주체에게 불이익이 발생하는지 여부, 암호화 등 안전성 확보에 필요한 조치를 하였는지 여부 등을 고려 하여 대통령령으로 정하는 바에 따라 정보주체의 동의 없이 개인정보를 이용·제공할 수 있으며(보호법 제15조 제3항, 제17조 제4항), 이를 “개인정보의 추가적인 이용 또는 제공”이라고 부르고 있습니다. 

- 개인정보를 추가적으로 이용·제공하는 경우에는 ① 당초 수집 목적과 관련성이 있는지 여부, ② 개인정보를 수집한 정황 또는 처리 관행에 비추어 볼 때 개인정보의 추가적인 이용 또는 제공에 대한 예측 가능성이 있는지 여부, ③ 정보주체 이익을 부당하게 침해하는지 여부, ④ 가명처리 또는 암호화 등 안전성 확보에 필요한 조치를 하였 는지 여부를 종합적으로 고려해야 합니다(보호법 시행령 제14조의2 제1항). 이때 “관련성이 있다”는 것은 당초 수집 목적과 추가적인 이용 또는 제공의 목적이 서로 그 성질이나 경향 등에 있어서 연관이 있다는 것을 의미합니다. 

- 일반적으로 중개서비스의 경우에는 정보주체의 개인정보를 제3자(사업자)에게 제공 해야만 배송 등 서비스가 가능한 상황이 전제되어 있으므로 해당 개인정보 제공은 당초 수집 목적과 합리적으로 관련된 범위 안에 있다고 볼 수 있습니다. 

- 개인정보처리자는 개인정보의 추가적인 이용 또는 제공이 지속적으로 발생하는 경우, 고려사항에 대한 판단 기준을 개인정보 처리방침에 미리 공개해야 하고, 개인정보 보호책임자가 해당 기준에 따라 개인정보의 추가적인 이용 또는 제공을 하고 있는지 여부를 점검해야 합니다(보호법 시행령 제14조의2 제2항)."
q70,민간사업자,§22,91,고객이 계열사에 개인정보를 제공하는 것에 동의한 경우에만 결제가 가능 하도록 온라인 서비스를 구성해도 되나요?,"### 고객이 계열사에 개인정보를 제공하는 것에 동의한 경우에만 결제가 가능하도록 온라인 서비스를 구성해도 되나요? 

상품 구매에 필요하지 않음에도 이에 동의하는 경우에만 결제가 가능하도록 구성 하였다면 자유로운 의사에 따른 동의 원칙에 반할 수 있습니다. 

- 개인정보처리자가 개인정보 처리에 대하여 정보주체의 동의를 받을 때에는 정보주체가 자유로운 의사에 따라 동의 여부를 결정할 수 있어야 합니다(보호법 제22조, 보호법 시행령 제17조 제1항 제1호). 

- 재화 또는 서비스 제공을 위해 필요하지 않은 개인정보 처리에 대한 동의를 서비스 제공의 조건으로 삼거나, 계약의 내용에 포함하여 개인정보처리에 대해 동의할 것을 요구할 경우, 자유로운 의사에 따른 동의 원칙에 반할 수 있다는 점을 유의해야 합니다. 

- 재화 또는 서비스 제공을 위하여 필요하지 않은 개인정보라면 정보주체가 동의 여부를 실질적으로 선택할 수 있어야 하고, 동의를 거부했다고 해서 서비스 제공을 제한하는 등의 조치를 하는 것은 부적절합니다. 

- ※ 재화 또는 서비스 제공을 위하여 반드시 필요한 개인정보인 경우, 동의가 아닌 ‘정보주체와 체결한 계약을 이행하거나 계약을 체결하는 과정에서 정보주체의 요청에 따른 조치를 이행하기 위하여 필요한 경우(보호법 제15조 제1항 제4호)’ 등 다른 적법 처리 근거에 따라 처리하고, 해당 내용은 정보주체가 알 수 있도록 고지하는 방식으로 운영하는 것이 바람직합니다. 

- 따라서, 온라인 사업자가 결제 과정에서 계열사에 개인정보의 제공이 필요하지 않음 에도 불구하고 고객의 동의를 요건으로 결제가 가능하도록 서비스를 구성하였다면, 이는 상품 구매에 필요하지 않은 동의를 서비스 제공의 조건으로 만드는 것으로서 자유로운 의사에 따른 동의 원칙에 반할 수 있습니다. 

- ※ 개인정보처리자는 정보주체가 선택적으로 동의할 수 있는 사항을 동의하지 않거나 목적 외 이용 ･ 

- 및 제공에 대한 동의(제18조 제2항 제1호), 홍보 판매 권유를 위한 동의(제22조 제1항 제7호)를 하지 아니한다는 이유로 재화 또는 서비스의 제공을 거부해서는 안 됩니다(보호법 제22조 제5항)."
q71,민간사업자,"§22, §16",92,광고메일 수신자들에게만 지급하는 포인트나 마일리지를 메일수신에 동의 하지 않은 고객에게 지급하지 않는 것이 보호법 위반인가요?,"광고메일 수신자들에게만 지급하는 포인트나 마일리지를 메일수신에 동의하지 않은 고객에게 지급하지 않는 것이 보호법 위반인가요? 

광고메일 수신에 동의하지 않는다고 신용카드 발급 또는 쇼핑몰 회원 가입을 거절하는 것은 보호법 위반이 될 수 있으나, 광고메일 수신자들에게만 부여하는 포인트나 마일리지를 지급하지 않는 것은 이에 해당하지 않습니다. 

- 개인정보처리자는 정보주체가 선택적으로 동의할 수 있는 사항을 동의하지 않거나 ･ 

- 목적 외 이용 및 제공에 대한 동의(보호법 제18조 제2항 제1호), 홍보 판매 권유를 위한 동의(보호법 제22조 제1항 제7호)를 거부하였다는 이유로 재화 또는 서비스의 제공을 거부할 수 없습니다(보호법 제22조 제5항). 

- 또한, 필요한 최소한의 정보 외의 개인정보 수집에 동의하지 않는다는 이유로 정보 주체에게 재화 또는 서비스의 제공을 거부하는 것도 금지됩니다(보호법 제16조 제3항). 

- 광고메일 수신에 동의하지 않는다고 신용카드 발급 또는 쇼핑몰 회원 가입을 거절하는 것은 보호법 위반이 될 수 있으나, 

- 재화 또는 서비스 제공과는 별개로 광고메일 수신자들에게만 부여하는 포인트나 마일리지 혜택을 지급하지 않는 것은 이에 해당하지 않습니다."
q72,민간사업자,"§22, §15",93,이용자 정보나 관심사를 분석하여 서비스 내에서 맞춤형 콘텐츠를 추천 하는 것도 재화·서비스 홍보나 판매 권유로 보아 별도 동의를 받아야 하나요?,"이용자 정보나 관심사를 분석하여 서비스 내에서 맞춤형 콘텐츠를 추천하는 것도 재화·서비스 홍보나 판매 권유로 보아 별도 동의를 받아야 하나요? 

･ 맞춤형 콘텐츠 추천이 계약의 본질적인 내용이며 해당 내용을 이용계약 약관 등에 명확히 규정하고 있고 정보주체가 충분히 알 수 있도록 조치하였다면, 계약 이행을 ･ 위해 별도의 동의 없이도 수집 이용할 수 있습니다. 

- 원칙적으로 개인정보처리자는 재화나 서비스를 홍보하거나 판매를 권유하기 위하여 개인정보의 처리에 대한 동의를 받으려는 경우에는 다른 동의 사항과 구분하여 별도의 동의를 받아야 합니다(보호법 제22조 제1항 제7호). 

- 다만, 이용자의 개인정보나 관심사 등을 분석하여 서비스 내에서 맞춤형 콘텐츠를 ･ 

- 추천하는 것이 계약의 본질적인 내용이며 해당 내용을 이용계약 약관 등에 명확히 규정 하고 있고 정보주체가 충분히 알 수 있도록 조치하였다면, 계약 이행을 위해 별도의 동의 ･ 

- 없이도 수집 이용할 수 있습니다."
q73,민간사업자,"§22, §22의2",94,회원 중에는 아동도 포함되어 있는데 회원의 동의를 받아 서비스 홍보를 위한 메일을 발송하려는 경우 어떻게 해야 하나요?,"회원 중에는 아동도 포함되어 있는데 회원의 동의를 받아 서비스 홍보를 위한 메일을 발송하려는 경우 어떻게 해야 하나요? 

만 14세 미만 아동에게도 동의를 받아 서비스 홍보 메일을 발송해야 하는 상황 이라면 그 법정대리인의 동의를 받아야 하며, 법정대리인이 동의했는지를 확인 해야 합니다. 

- 재화나 서비스를 홍보하거나 판매를 권유하기 위하여 정보주체의 동의를 받아 개인 정보를 처리하려는 경우에는 다른 동의 사항과 구분하여 별도로 동의를 받아야 하며 (보호법 제22조 제1항 제7호), 만 14세 미만 아동의 개인정보를 처리하기 위하여 동의를 받아야 할 때에는 그 법정대리인의 동의를 받아야 합니다(보호법 제22조의2 제1항). 

- 개인정보처리자는 법정대리인의 동의를 받는 경우 동의가 형식적으로 이루어지는 사례가 발생하지 않도록 법정대리인이 실제로 동의하였는지 여부를 보호법 시행령 제17조의2 제1항에서 정하는 방법으로 확인해야 합니다. 

- 따라서, 회원 중 만 14세 미만 아동에게도 동의를 받아 서비스 홍보 메일을 발송해야 하는 상황이라면 해당 개인정보의 처리를 위하여 그 법정대리인의 동의를 받아야 하며, 보호법 시행령 제17조의2 제1항 각 호의 방법에 따라 법정대리인이 동의했는지를 확인해야 합니다. 

- ※ 영리 목적의 광고성 정보를 전송하려고 할 때는 「정보통신망법」 제50조에 따른 광고성 정보 수신 동의 등 의무를 준수해야 합니다."
q74,민간사업자,§39의6,95,유효기간제 규정의 삭제에 따라 분리 보관하던 휴면회원 개인정보를 파기 하거나 복원하는 경우 정보주체에게 통지해야 하나요?,"유효기간제 규정의 삭제에 따라 분리 보관하던 휴면회원 개인정보를 파기하거나 복원하는 경우 정보주체에게 통지해야 하나요? 

기존에 분리 보관하던 개인정보를 파기하거나 복원하려는 경우에는 최소한 정보주체에 게 바뀐 정책에 대해 알려주고 파기 또는 복원을 진행하는 것이 바람직합니다. 

- 2023년 보호법 개정을 통해 삭제된 ‘제39조의6 파기 특례’는 정보주체 의사에 따른 분리 보관이 아닌 ‘장기 미이용’이라는 법적 요건에 따라 개인정보가 분리 보관되었던 것이므로 

- 기존에 분리 보관하던 개인정보를 파기하거나 복원하려는 경우에는 최소한 정보주체 에게 바뀐 정책에 대해 사전에 명확히 알려주고 파기 또는 복원을 진행하는 것이 바람직 합니다. 

- 다만, 안내 시 광고성 정보가 포함되지 않도록 유의해야 합나다. 

- ※ 영리 목적의 광고성 정보를 전송하려고 할 때는 「정보통신망법」 제50조에 따른 광고성 정보 수신 동의 등 의무를 준수해야 합니다."
q75,민간사업자,§28,96,"업무 처리를 위해서 아르바이트 직원에게 고객 개인정보를 열람할 수 있도록 했는데, 이 경우도 개인정보취급자에 해당하나요?","#### 업무 처리를 위해서 아르바이트 직원에게 고객 개인정보를 열람할 수 있도록 했는데, 이 경우도 개인정보취급자에 해당하나요? 

네, 아르바이트 직원도 개인정보처리자의 지휘ㆍ감독을 받아 업무상 필요에 의해 개인정보를 처리하고 있다면 개인정보취급자에 해당합니다. 

- 개인정보취급자란 개인정보처리자의 지휘ㆍ감독을 받아 개인정보를 처리하는 임직원, 파견근로자, 시간제근로자 등을 말합니다(보호법 제28조 제1항). 

- 즉, 개인정보 처리 업무를 담당하고 있는 자라면 정규직, 비정규직, 하도급, 시간제 등 모든 근로형태를 불문하며, 고용관계가 없더라도 실질적으로 개인정보처리자의 지휘· 감독을 받아 개인정보를 처리하는 자는 개인정보취급자에 포함됩니다. 

- 따라서 아르바이트 등 임시직 직원도 개인정보처리자의 지휘ㆍ감독을 받아 업무상 필요에 의해 개인정보를 처리하고 있다면 개인정보취급자에 해당합니다. 

- 이 경우에도 개인정보처리자는 개인정보취급자가 처리할 수 있는 개인정보의 범위를 업무상 필요한 최소한의 한도 내로 제한하여야 하며, 보안서약서를 징구하는 등 필요한 관리조치를 취하여야 합니다."
q77,민감·고유식별정보,§23,100,근태관리 목적으로 안면 정보 또는 지문 정보 등의 민감정보를 활용해도 되나요?,"#### 근태관리 목적으로 안면 정보 또는 지문 정보 등의 민감정보를 활용해도 되나요? 

아니요, 원칙적으로 민감정보는 정보주체로부터 별도의 동의를 받은 경우나 법령에서 민감정보의 처리를 요구·허용하는 경우 외에는 처리할 수 없습니다. 다만, 정보주체의 별도 동의가 있거나 법령에서 처리를 요구·허용하는 경우에는 가능합니다. 

- 민감정보란 사상·신념, 노동조합·정당의 가입·탈퇴, 정치적 견해, 건강, 성생활 등에 관한 정보, 그 밖에 정보주체의 사생활을 현저히 침해할 우려가 있는 개인의 신체적, 생리적, 행동적 특징에 관한 정보로서 특정 개인을 알아볼 목적으로 일정한 기술적 수단을 통해 생성한 정보를 말합니다(보호법 제23조 제1항, 보호법 시행령 제18조 제3호). 

- 민감정보에 대해서는 정보주체로부터 별도의 동의를 받은 경우나 법령에서 민감정보의 처리를 요구하거나 허용하는 경우에 한하여 처리할 수 있도록 규정하고 있어, 보다 엄격하게 보호하고 있습니다. 

- 직원 개인의 근태 관리를 위해 지문·안면 정보를 활용하는 경우, 이는 신체적 특징에 관한 정보로서 특정 개인을 알아볼 목적으로 일정한 기술적 수단을 통해 생성한 정보를 처리하는 것에 해당할 것으로 보이고, 

- 이 경우, 정보주체로부터 다른 개인정보 처리에 대한 동의와 별도로 동의를 받거나, 법령에서 민감정보의 처리를 요구하거나 허용하는 경우가 아닌 한 허용되지 않습니다 (보호법 제23조 제1항)."
q79,민감·고유식별정보,§26,102,"민감정보, 고유식별정보, 주민등록번호 처리 업무를 위탁할 수 있나요?","#### 민감정보, 고유식별정보, 주민등록번호 처리 업무를 위탁할 수 있나요? 

네, 보호법 제26조 제1항에 따라 개인정보 처리 업무 위탁 계약을 맺은 경우 민감정보 및 고유식별정보 처리 업무를 위탁할 수 있습니다. 

- 개인정보의 처리 업무를 위탁하는 위탁자가 보호법 제23조 제1항, 제24조 제1항, 제24조의2 제1항에 따라 민감정보·고유식별정보·주민등록번호를 처리할 수 있는 개인 정보처리자라면, 제26조 제1항에 따라 위탁 계약을 체결하여 개인정보 처리 업무를 위탁받아 처리하는 수탁자 또한 위탁받은 범위 내에서 민감정보·고유식별정보·주민 등록번호를 처리할 수 있습니다. 

- 다만, 수탁자에 관하여 제23조, 제24조, 제24조의2, 제29조가 준용되므로, 수탁자 또한 제23조, 제24조, 제24조의2, 제29조에서 규정하고 있는 개인정보처리자의 안전성 확보 조치, 암호화 조치 등의 의무사항을 준수해야 합니다(보호법 제26조 제8항)."
q81,민감·고유식별정보,§24의2,104,주민등록번호가 기재된 신분증을 단순히 육안으로만 확인한 후 돌려주는 행위도 주민등록번호 처리 제한 규정이 적용되나요?,"주민등록번호가 기재된 신분증을 단순히 육안으로만 확인한 후 돌려주는 행위도 주민등록번호 처리 제한 규정이 적용되나요? 

아니오, 신분 확인 목적으로 주민등록번호가 기재된 신분증을 단순히 육안으로 확인하고 돌려주는 것은 주민등록번호 처리 제한 규정이 적용되지 않습니다. 

- 주민등록번호는 원칙적으로 수집·이용 등 처리가 금지되고, 법률·대통령령 등에서 구체적 으로 처리를 요구하거나 허용한 경우 등 보호법 제24조의2 제1항 각 호의 사유에 해당 하는 예외적인 경우에만 처리가 허용됩니다. 

- 다만, 신분 확인 목적으로 주민등록번호가 기재된 신분증을 단순히 육안으로 확인 하고 돌려주는 행위는 주민등록번호를 처리하는 행위가 아니므로 주민등록번호 처리금지 원칙에 위배되지 않습니다."
